"1874","1321","golden","24_Carat_Gold_Plated_Brass_Wine_Glasses-golden","450.00","100","giftsforher","2023-01-24 10:05:10","2023-01-24 10:05:10"
"1875","1321","silver","24_Carat_Gold_Plated_Brass_Wine_Glasses-silver","650.00","100","giftsforher","2023-01-24 10:05:10","2023-01-24 10:05:10"
"1876","1323","black","Giftana_Diwali_Corporate_Gift_items_for_Employees-black","450.00","110","giftsforher","2023-01-24 10:07:28","2023-01-24 10:07:28"
"1877","1323","silver","Giftana_Diwali_Corporate_Gift_items_for_Employees-silver","650.00","110","giftsforher","2023-01-24 10:07:28","2023-01-24 10:07:28"
"1878","1325","golden","Lavanaya_Silver_4_in_1_Golden_Corporate_Gift-golden","650.00","100","giftsforher","2023-01-24 10:09:34","2023-01-24 10:09:34"
"1879","1325","silver","Lavanaya_Silver_4_in_1_Golden_Corporate_Gift-silver","750.00","100","giftsforher","2023-01-24 10:09:34","2023-01-24 10:09:34"
"1880","1328","silver","Parker_Galaxy_Gold_Trim_Ball_Pen_with_Free_Card_Holder-silver","720.00","120","giftsforher","2023-01-24 10:14:25","2023-01-24 10:14:25"
"1881","1328","golden","Parker_Galaxy_Gold_Trim_Ball_Pen_with_Free_Card_Holder-golden","520.00","120","giftsforher","2023-01-24 10:14:25","2023-01-24 10:14:25"
"1882","1330","silver","Dunning_Solar_4000mAh_Power_Bank-silver","1600.00","100","giftsforher","2023-01-24 10:19:30","2023-01-24 10:19:30"
"1883","1330","golden","Dunning_Solar_4000mAh_Power_Bank-golden","1400.00","100","giftsforher","2023-01-24 10:19:30","2023-01-24 10:19:30"
"1884","1335","brown","Hot_Sauce_Challenge_Gift_Box-brown","1200.00","125","giftsforher","2023-01-24 10:25:07","2023-01-24 10:25:07"
"1885","1337","brown","Sparkle_&_Shine_Gift_Set-brown","1400.00","120","giftsforher","2023-01-24 10:26:57","2023-01-24 10:26:57"
"1886","1337","white","Sparkle_&_Shine_Gift_Set-white","1200.00","120","giftsforher","2023-01-24 10:26:57","2023-01-24 10:26:57"
"1887","1339","silver","Lambakarna_Gold_Bracelet_For_Kids-silver","520.00","120","giftsforher","2023-01-24 10:28:42","2023-01-24 10:28:42"
"1888","1339","golden","Lambakarna_Gold_Bracelet_For_Kids-golden","720.00","120","giftsforher","2023-01-24 10:28:42","2023-01-24 10:28:42"
"1889","1340","silver","rolls_watch_free-silver","1200.00","120","giftsforher","2023-01-24 10:29:40","2023-01-24 10:29:40"
"1890","1340","golden","rolls_watch_free-golden","1400.00","120","giftsforher","2023-01-24 10:29:40","2023-01-24 10:29:40"
"1891","1343","rosegold","The_Hemani_Diamond_Necklace-rosegold","5500.00","120","giftsforher","2023-01-24 10:32:38","2023-01-24 10:32:38"
"1892","1343","silver","The_Hemani_Diamond_Necklace-silver","3500.00","120","giftsforher","2023-01-24 10:32:39","2023-01-24 10:32:39"
"1893","1343","golden","The_Hemani_Diamond_Necklace-golden","4500.00","120","giftsforher","2023-01-24 10:32:39","2023-01-24 10:32:39"
"1894","1346","silver","Big_Dipper_Ring-silver","250.00","120","giftsforher","2023-01-24 10:35:22","2023-01-24 10:35:22"
"1895","1346","golden","Big_Dipper_Ring-golden","350.00","120","giftsforher","2023-01-24 10:35:22","2023-01-24 10:35:22"
"1896","1348","silver","Crown_of_Waves_Ring-silver","850.00","123","giftsforher","2023-01-24 10:37:05","2023-01-24 10:37:05"
"1897","1348","golden","Crown_of_Waves_Ring-golden","1050.00","123","giftsforher","2023-01-24 10:37:05","2023-01-24 10:37:05"
"1898","1350","silver","Ocean_Barnacle_Ring-silver","2500.00","120","giftsforher","2023-01-24 10:38:58","2023-01-24 10:38:58"
"1899","1350","golden","Ocean_Barnacle_Ring-golden","3500.00","120","giftsforher","2023-01-24 10:38:59","2023-01-24 10:38:59"
"1900","1360","red","Babyhug_Battery_Operated_Ride_On_Car_With_Light_And_Music_-_White-red","5800.00","120","giftsforher","2023-01-24 10:46:42","2023-01-24 10:46:42"
"1901","1360","yellow","Babyhug_Battery_Operated_Ride_On_Car_With_Light_And_Music_-_White-yellow","6800.00","120","giftsforher","2023-01-24 10:46:42","2023-01-24 10:46:42"
"1902","1362","white","Babyhug_Battery_Operated_Ride_On_Car_with_Music_&_Lights_-_Orange-white","8500.00","120","giftsforher","2023-01-24 10:48:30","2023-01-24 10:48:30"
"1903","1362","red","Babyhug_Battery_Operated_Ride_On_Car_with_Music_&_Lights_-_Orange-red","9500.00","120","giftsforher","2023-01-24 10:48:30","2023-01-24 10:48:30"
"1904","1366","black","Clip_and_Go_Solar_Device_Charger-black","7500.00","120","giftsforher","2023-01-24 10:53:17","2023-01-24 10:53:17"
"1905","1366","white","Clip_and_Go_Solar_Device_Charger-white","8500.00","120","giftsforher","2023-01-24 10:53:17","2023-01-24 10:53:17"
"1906","1367","gray","Dog_Bowl_Bottle-gray","950.00","120","giftsforher","2023-01-24 10:54:09","2023-01-24 10:54:09"
"1907","1367","black","Dog_Bowl_Bottle-black","850.00","120","giftsforher","2023-01-24 10:54:09","2023-01-24 10:54:09"
