"1844","1300","small","Air_Max_Impact_4-small","3500.00","1200","shoes","2023-01-24 04:57:31","2023-01-24 07:04:28"
"1845","1300","medium","Air_Max_Impact_4-medium","5500.00","1201","shoes","2023-01-24 04:57:32","2023-01-24 04:57:32"
"1846","1300","large","Air_Max_Impact_4-large","7500.00","1201","shoes","2023-01-24 04:57:32","2023-01-24 04:57:32"
"1847","1302","small","Pegasus_FlyEase-small","5500.00","1220","shoes","2023-01-24 04:59:24","2023-01-24 04:59:24"
"1848","1302","medium","Pegasus_FlyEase-medium","8500.00","1220","shoes","2023-01-24 04:59:24","2023-01-24 04:59:24"
"1849","1302","large","Pegasus_FlyEase-large","9500.00","1220","shoes","2023-01-24 04:59:24","2023-01-24 04:59:24"
"1850","1303","small","Renew_Elevate_3-small","1400.00","120","shoes","2023-01-24 05:00:47","2023-01-24 05:00:47"
"1851","1303","medium","Renew_Elevate_3-medium","1800.00","120","shoes","2023-01-24 05:00:48","2023-01-24 05:00:48"
"1852","1303","large","Renew_Elevate_3-large","2000.00","120","shoes","2023-01-24 05:00:48","2023-01-24 05:00:48"
"1853","1305","medium","Jordan_1_Elevate_High-medium","7800.00","1250","shoes","2023-01-24 05:02:42","2023-01-24 05:02:42"
"1854","1305","large","Jordan_1_Elevate_High-large","8000.00","1250","shoes","2023-01-24 05:02:42","2023-01-24 05:02:42"
"1855","1307","large","Nike_Winflo_9-large","9800.00","15784","shoes","2023-01-24 05:04:36","2023-01-24 05:04:36"
"1856","1307","small","Nike_Winflo_9-small","8900.00","15784","shoes","2023-01-24 05:04:36","2023-01-24 05:04:36"
"1857","1309","large","Air_Max_95-large","8700.00","1240","shoes","2023-01-24 05:08:29","2023-01-24 05:08:29"
"1858","1309","small","Air_Max_95-small","7700.00","1240","shoes","2023-01-24 05:08:29","2023-01-24 05:08:29"
"1859","1311","small","Legacy_Next_Nature-small","5540.00","1240","shoes","2023-01-24 05:10:43","2023-01-24 05:10:43"
"1860","1311","large","Legacy_Next_Nature-large","7540.00","1240","shoes","2023-01-24 05:10:43","2023-01-24 05:10:43"
"1861","1311","medium","Legacy_Next_Nature-medium","7240.00","1240","shoes","2023-01-24 05:10:43","2023-01-24 05:10:43"
"1862","1312","medium","Air_Max_Excee-medium","7500.00","1240","shoes","2023-01-24 05:11:59","2023-01-24 05:11:59"
"1863","1312","large","Air_Max_Excee-large","8500.00","1240","shoes","2023-01-24 05:11:59","2023-01-24 05:11:59"
"1864","1313","medium","Fly.By_Mid_3-medium","4500.00","12440","shoes","2023-01-24 05:13:19","2023-01-24 05:13:19"
"1865","1313","large","Fly.By_Mid_3-large","6500.00","12440","shoes","2023-01-24 05:13:19","2023-01-24 05:13:19"
"1866","1315","large","Jordan_1_Retro_High_OG-large","9800.00","1240","shoes","2023-01-24 05:15:17","2023-01-24 05:15:17"
"1867","1315","medium","Jordan_1_Retro_High_OG-medium","8800.00","1240","shoes","2023-01-24 05:15:17","2023-01-24 05:15:17"
"1868","1318","medium","Jordan_Delta_3_Low-medium","8500.00","1230","shoes","2023-01-24 05:18:38","2023-01-24 05:18:38"
"1869","1318","large","Jordan_Delta_3_Low-large","9500.00","1230","shoes","2023-01-24 05:18:38","2023-01-24 05:18:38"
"1870","1318","small","Jordan_Delta_3_Low-small","7500.00","1230","shoes","2023-01-24 05:18:38","2023-01-24 05:18:38"
"1871","1319","small","Nike_Air_Max_90_G-small","6500.00","1250","shoes","2023-01-24 05:19:46","2023-01-24 05:19:46"
"1872","1319","large","Nike_Air_Max_90_G-large","8500.00","1250","shoes","2023-01-24 05:19:46","2023-01-24 05:19:46"
"1873","1319","medium","Nike_Air_Max_90_G-medium","7500.00","1250","shoes","2023-01-24 05:19:46","2023-01-24 05:19:46"
