"3","Sweater","https://apps.rajodiya.com/ecommerce/themes/style/uploads/020220818_1660827804.png","themes/style/uploads/020220818_1660827804.png","themes/style/uploads/020220829_1661755884.png","1","10","style","2022-07-26 19:16:16","2022-08-29 16:21:24"
"4","Shoes","https://apps.rajodiya.com/ecommerce/themes/style/uploads/020220726_1658828798.jpg","themes/style/uploads/020220726_1658828798.jpg","themes/style/uploads/020220829_1661756703.png","1","11","style","2022-07-26 19:16:38","2022-08-29 16:35:03"
"5","Tshirt","https://apps.rajodiya.com/ecommerce/themes/style/uploads/020220826_1661494168.jpg","themes/style/uploads/020220826_1661494168.jpg","themes/style/uploads/020220829_1661755415.png","1","9","style","2022-07-26 19:16:46","2022-08-29 16:13:35"
"6","Belt","https://apps.rajodiya.com/ecommerce/themes/style/uploads/020220826_1661494225.jpeg","themes/style/uploads/020220826_1661494225.jpeg","themes/style/uploads/020220829_1661756949.png","1","9","style","2022-07-26 19:17:00","2022-08-29 16:39:09"
"7","Cap","https://apps.rajodiya.com/ecommerce/themes/style/uploads/020220826_1661495019.jpeg","themes/style/uploads/020220826_1661495019.jpeg","themes/style/uploads/020220829_1661756764.png","1","11","style","2022-07-26 19:17:15","2022-08-29 16:36:04"
"8","Goggles","https://apps.rajodiya.com/ecommerce/themes/style/uploads/020220826_1661494477.jpeg","themes/style/uploads/020220826_1661494477.jpeg","themes/style/uploads/020220829_1661755457.png","1","9","style","2022-07-26 19:17:24","2022-08-29 16:14:17"
"9","Sandals","https://apps.rajodiya.com/ecommerce/themes/style/uploads/020220826_1661494432.jpeg","themes/style/uploads/020220826_1661494432.jpeg","themes/style/uploads/020220829_1661755896.png","1","10","style","2022-07-26 19:17:32","2022-08-29 16:21:36"
"10","Watches","https://apps.rajodiya.com/ecommerce/themes/style/uploads/020220826_1661494827.jpeg","themes/style/uploads/020220826_1661494827.jpeg","themes/style/uploads/020220829_1661756815.png","1","11","style","2022-07-26 19:17:46","2022-08-29 16:36:55"
"11","Shoes","https://apps.rajodiya.com/ecommerce/themes/style/uploads/020220826_1661494144.jpeg","themes/style/uploads/020220826_1661494144.jpeg","themes/style/uploads/020220829_1661755491.png","1","9","style","2022-07-26 19:17:54","2022-08-29 16:14:51"
"12","Wallets","https://apps.rajodiya.com/ecommerce/themes/style/uploads/020220826_1661494527.jpeg","themes/style/uploads/020220826_1661494527.jpeg","themes/style/uploads/020220829_1661755931.png","1","10","style","2022-07-26 19:18:05","2022-08-29 16:22:11"
"13","Tshirt","https://apps.rajodiya.com/ecommerce/themes/style/uploads/020220826_1661494599.jpg","themes/style/uploads/020220826_1661494599.jpg","themes/style/uploads/020220829_1661756063.png","1","10","style","2022-08-26 15:46:39","2022-08-29 16:24:23"
"14","Shoes","https://apps.rajodiya.com/ecommerce/themes/style/uploads/020220826_1661494761.jpg","themes/style/uploads/020220826_1661494761.jpg","themes/style/uploads/020220829_1661756073.png","1","10","style","2022-08-26 15:49:21","2022-08-29 16:24:33"
"15","Tshirt","https://apps.rajodiya.com/ecommerce/themes/style/uploads/020220826_1661494926.jpg","themes/style/uploads/020220826_1661494926.jpg","themes/style/uploads/020220829_1661756829.png","1","11","style","2022-08-26 15:52:06","2022-08-29 16:37:09"
"16","Bag","https://apps.rajodiya.com/ecommerce/themes/style/uploads/020220826_1661495081.jpeg","themes/style/uploads/020220826_1661495081.jpeg","themes/style/uploads/020220829_1661756886.png","1","11","style","2022-08-26 15:54:41","2022-08-29 16:38:06"
"17","Sweater","https://apps.rajodiya.com/ecommerce/themes/style/uploads/020220826_1661495221.png","themes/style/uploads/020220826_1661495221.png","themes/style/uploads/020220829_1661757068.png","1","13","style","2022-08-26 15:57:01","2022-08-29 16:41:08"
"18","Women Shrugs","https://apps.rajodiya.com/ecommerce/themes/style/uploads/020220826_1661517849.jpeg","themes/style/uploads/020220826_1661517849.jpeg","themes/style/uploads/020220829_1661757321.png","1","13","style","2022-08-26 15:57:41","2022-08-29 16:45:21"
"19","Cap","https://apps.rajodiya.com/ecommerce/themes/style/uploads/020220826_1661495310.jpeg","themes/style/uploads/020220826_1661495310.jpeg","themes/style/uploads/020220829_1661757394.png","1","13","style","2022-08-26 15:58:30","2022-08-29 16:46:34"
"20","Kids Jeckets","https://apps.rajodiya.com/ecommerce/themes/style/uploads/020220826_1661496236.jpg","themes/style/uploads/020220826_1661496236.jpg","themes/style/uploads/020220829_1661757410.png","1","13","style","2022-08-26 16:04:56","2022-08-29 16:46:50"
"21","Gloves","https://apps.rajodiya.com/ecommerce/themes/style/uploads/020220826_1661495821.jpeg","themes/style/uploads/020220826_1661495821.jpeg","themes/style/uploads/020220829_1661757429.png","1","13","style","2022-08-26 16:07:01","2022-08-29 16:47:09"
"22","Women Sliper","https://apps.rajodiya.com/ecommerce/themes/style/uploads/020220826_1661496452.webp","themes/style/uploads/020220826_1661496452.webp","themes/style/uploads/020220829_1661756470.png","1","14","style","2022-08-26 16:17:32","2022-08-29 16:31:10"
"23","Women Saress","https://apps.rajodiya.com/ecommerce/themes/style/uploads/020220826_1661496510.webp","themes/style/uploads/020220826_1661496510.webp","themes/style/uploads/020220829_1661756460.png","1","14","style","2022-08-26 16:18:30","2022-08-29 16:31:00"
"24","Women Kurtas","https://apps.rajodiya.com/ecommerce/themes/style/uploads/020220826_1661496593.png","themes/style/uploads/020220826_1661496593.png","themes/style/uploads/020220829_1661756495.png","1","14","style","2022-08-26 16:19:53","2022-08-29 16:31:35"
"25","Men Vests","https://apps.rajodiya.com/ecommerce/themes/style/uploads/020220826_1661496641.jpeg","themes/style/uploads/020220826_1661496641.jpeg","themes/style/uploads/020220829_1661756639.png","1","14","style","2022-08-26 16:20:41","2022-08-29 16:33:59"
"26","Men Boxers","https://apps.rajodiya.com/ecommerce/themes/style/uploads/020220826_1661496740.jpg","themes/style/uploads/020220826_1661496740.jpg","themes/style/uploads/020220829_1661756648.png","1","14","style","2022-08-26 16:22:20","2022-08-29 16:34:08"
"27","Shirt","https://apps.rajodiya.com/ecommerce/themes/style/uploads/020220826_1661505195.webp","themes/style/uploads/020220826_1661505195.webp","themes/style/uploads/020220829_1661757031.png","1","9","style","2022-08-26 18:43:15","2022-08-29 16:40:31"
