"1923","1388","1x","Twin_Turbo_Dry_Boost-1x","7500.00","120","housewares","2023-02-01 11:06:54","2023-02-01 11:06:54"
"1924","1388","2x","Twin_Turbo_Dry_Boost-2x","9500.00","120","housewares","2023-02-01 11:06:54","2023-02-01 11:06:54"
"1925","1390","1x","Semi_Automatic_Espresso_Machine_+_Frother-1x","750.00","120","housewares","2023-02-01 11:09:15","2023-02-01 11:09:15"
"1926","1390","2x","Semi_Automatic_Espresso_Machine_+_Frother-2x","950.00","120","housewares","2023-02-01 11:09:15","2023-02-01 11:09:15"
"1927","1394","1x","Counter-Depth_French-Door-1x","41000.00","120","housewares","2023-02-01 11:14:21","2023-02-01 11:14:21"
"1928","1394","2x","Counter-Depth_French-Door-2x","85000.00","120","housewares","2023-02-01 11:14:22","2023-02-01 11:14:22"
"1929","1397","1x","French-Door_Refrigerator-1x","8400.00","120","housewares","2023-02-01 11:19:28","2023-02-01 11:19:28"
"1930","1397","2x","French-Door_Refrigerator-2x","10400.00","120","housewares","2023-02-01 11:19:28","2023-02-01 11:19:28"
"1931","1402","1x","Smart_Gas_Dryer_with_Fabric_Refresh-1x","21000.00","120","housewares","2023-02-01 11:26:38","2023-02-01 11:26:38"
"1932","1402","2x","Smart_Gas_Dryer_with_Fabric_Refresh-2x","41000.00","120","housewares","2023-02-01 11:26:38","2023-02-01 11:26:38"
