"101","Biography & Memoir","https://apps.rajodiya.com/ecommerce/themes/books/uploads/783420221213_1670914612.png","themes/books/uploads/783420221213_1670914612.png","themes/books/uploads/614520221213_1670914612.png","1","1","logisticsboxes","2023-01-19 10:45:24","2023-01-19 10:45:24"
"102","Business & Economics","https://apps.rajodiya.com/ecommerce/themes/books/uploads/363720221213_1670914662.png","themes/books/uploads/363720221213_1670914662.png","themes/books/uploads/853520221213_1670914662.png","1","1","logisticsboxes","2023-01-19 10:45:24","2023-01-19 10:45:24"
"103","Comedy","https://apps.rajodiya.com/ecommerce/themes/books/uploads/852620221213_1670914685.png","themes/books/uploads/852620221213_1670914685.png","themes/books/uploads/983020221213_1670914685.png","1","1","logisticsboxes","2023-01-19 10:45:24","2023-01-19 10:45:24"
"104","Drama","https://apps.rajodiya.com/ecommerce/themes/books/uploads/1001020221213_1670914708.png","themes/books/uploads/1001020221213_1670914708.png","themes/books/uploads/9220221213_1670914708.png","1","1","logisticsboxes","2023-01-19 10:45:24","2023-01-19 10:45:24"
"105","Fiction & Literature","https://apps.rajodiya.com/ecommerce/themes/books/uploads/598120221213_1670914731.png","themes/books/uploads/598120221213_1670914731.png","themes/books/uploads/97020221213_1670914731.png","1","1","logisticsboxes","2023-01-19 10:45:24","2023-01-19 10:45:24"
"106","Health & Wellness","https://apps.rajodiya.com/ecommerce/themes/books/uploads/510020221213_1670914752.png","themes/books/uploads/510020221213_1670914752.png","themes/books/uploads/357920221213_1670914752.png","1","1","logisticsboxes","2023-01-19 10:45:24","2023-01-19 10:45:24"
"107","Kids","https://apps.rajodiya.com/ecommerce/themes/books/uploads/346320221213_1670914776.png","themes/books/uploads/346320221213_1670914776.png","themes/books/uploads/353120221213_1670914776.png","1","1","logisticsboxes","2023-01-19 10:45:24","2023-01-19 10:45:24"
"108","Mystery, Thriller & Horror","https://apps.rajodiya.com/ecommerce/themes/books/uploads/733120221213_1670914800.png","themes/books/uploads/733120221213_1670914800.png","themes/books/uploads/6110020221213_1670914800.png","1","1","logisticsboxes","2023-01-19 10:45:24","2023-01-19 10:45:24"
"109","Science & Technology","https://apps.rajodiya.com/ecommerce/themes/books/uploads/662820221213_1670914830.png","themes/books/uploads/662820221213_1670914830.png","themes/books/uploads/21720221213_1670914830.png","1","1","logisticsboxes","2023-01-19 10:45:24","2023-01-19 10:45:24"
"110","Travel","https://apps.rajodiya.com/ecommerce/themes/books/uploads/645220221213_1670914853.png","themes/books/uploads/645220221213_1670914853.png","themes/books/uploads/871220221213_1670914853.png","1","1","logisticsboxes","2023-01-19 10:45:24","2023-01-19 10:45:24"
