"43","Basic Black Aviator","http://localhost/latest_Ecommarce-dev2/Ecommarce-dev2/themes/themes/glasses/uploads/44_1674458223_123.png","themes/glasses/uploads/44_1674458223_123.png","themes/glasses/uploads/100_1674458223_123.png","1","140","glasses","2023-01-23 05:22:21","2023-01-23 07:17:03"
"44","Classic HD","http://localhost/latest_Ecommarce-dev2/Ecommarce-dev2/themes/themes/glasses/uploads/61_1674451452_1.png","themes/glasses/uploads/61_1674451452_1.png","themes/glasses/uploads/26_1674451452_2.png","1","139","glasses","2023-01-23 05:24:12","2023-01-23 05:24:12"
"45","Duco sunglasses","http://localhost/latest_Ecommarce-dev2/Ecommarce-dev2/themes/themes/glasses/uploads/58_1674451494_cover.png","themes/glasses/uploads/58_1674451494_cover.png","themes/glasses/uploads/50_1674451494_3.png","1","139","glasses","2023-01-23 05:24:54","2023-01-23 05:24:54"
"46","Lenskart Air Online","http://localhost/latest_Ecommarce-dev2/Ecommarce-dev2/themes/themes/glasses/uploads/68_1674451519_cover.png","themes/glasses/uploads/68_1674451519_cover.png","themes/glasses/uploads/48_1674451519_3.png","1","140","glasses","2023-01-23 05:25:19","2023-01-23 05:25:19"
"47","Unisex Aviator","http://localhost/latest_Ecommarce-dev2/Ecommarce-dev2/themes/themes/glasses/uploads/21_1674451551_cover.png","themes/glasses/uploads/21_1674451551_cover.png","themes/glasses/uploads/54_1674451551_cover.png","1","140","glasses","2023-01-23 05:25:51","2023-01-23 05:25:51"
"48","Vincent Chase","http://localhost/latest_Ecommarce-dev2/Ecommarce-dev2/themes/themes/glasses/uploads/36_1674451587_cover.png","themes/glasses/uploads/36_1674451587_cover.png","themes/glasses/uploads/60_1674451587_cover.png","1","138","glasses","2023-01-23 05:26:27","2023-01-23 05:26:27"
"49","Vincent Chase Online","http://localhost/latest_Ecommarce-dev2/Ecommarce-dev2/themes/themes/glasses/uploads/10_1674451618_cover-1.png","themes/glasses/uploads/10_1674451618_cover-1.png","themes/glasses/uploads/10_1674451618_cover-1.png","1","138","glasses","2023-01-23 05:26:58","2023-01-23 05:26:58"
"50","Retro Square Sunglasses","http://localhost/latest_Ecommarce-dev2/Ecommarce-dev2/themes/themes/glasses/uploads/60_1674452896_11.png","themes/glasses/uploads/60_1674452896_11.png","themes/glasses/uploads/81_1674452896_11.png","1","137","glasses","2023-01-23 05:48:16","2023-01-23 05:48:16"
"51","Polarized Driving Sunglasses","http://localhost/latest_Ecommarce-dev2/Ecommarce-dev2/themes/themes/glasses/uploads/62_1674458131_11.png","themes/glasses/uploads/62_1674458131_11.png","themes/glasses/uploads/69_1674458131_11.png","1","137","glasses","2023-01-23 07:15:31","2023-01-23 07:15:31"
"52","Mens Square Sunglasses","http://localhost/latest_Ecommarce-dev2/Ecommarce-dev2/themes/themes/glasses/uploads/64_1674458158_mens.png","themes/glasses/uploads/64_1674458158_mens.png","themes/glasses/uploads/58_1674458158_mens.png","1","139","glasses","2023-01-23 07:15:58","2023-01-23 07:15:58"
"53","Men  Sports Polarized","http://localhost/latest_Ecommarce-dev2/Ecommarce-dev2/themes/themes/glasses/uploads/95_1674458179_mens.png","themes/glasses/uploads/95_1674458179_mens.png","themes/glasses/uploads/78_1674458179_mens.png","1","139","glasses","2023-01-23 07:16:19","2023-01-23 07:16:19"
"54","Men Pilot Sunglasses","http://localhost/latest_Ecommarce-dev2/Ecommarce-dev2/themes/themes/glasses/uploads/57_1674458204_mens.png","themes/glasses/uploads/57_1674458204_mens.png","themes/glasses/uploads/68_1674458204_mens.png","1","139","glasses","2023-01-23 07:16:44","2023-01-23 07:16:44"
